random_text,degree,data_points,coeffs,nth_root,text_decimal,text_hexa,coeffs_min_text,constant_nth_root,bisection_initial,secant_initial,newton_initial,x_coords,y_coords
P6VUlgMd9B,1,"[(0.7163030593136691, 0.016520920557622554), (0.42534657925486274, 0.42851060922010364)]","[-1.4159838907152444, 1.0307945134158243]",0.5,378791663807203150936386,0x503656556c674d643942,"[-1.4159838907152444, -3.787916638072031e+23]",1.0625373288881659,"[-1, 1]","[1, 2]",1,"(0.7163030593136691, 0.016520920557622554)","(0.42534657925486274, 0.42851060922010364)"
UuCGJk0MTN,9,"[(0.7941172881605648, 0.4117339670131218), (0.5720318498864051, 0.6725144822753228), (0.6680124169625348, 0.9753659529008444), (0.23538499315363315, 0.7633388142108002), (0.14406791816832176, 0.6759515121574585), (0.24264113737909776, 0.7917695847587904), (0.5077611988805358, 0.6777466057207019), (0.20349957960089393, 0.41564272230314825), (0.9264708548606718, 0.9470618503784148), (0.3898651921262172, 0.4537850935162019)]","[-366961.55600320257, 1724465.5263190307, -3491856.528642508, 3987986.4276911216, -2822287.149769761, 1278930.6622254688, -369591.1100965623, 65382.90415526284, -6394.439982892179, 262.7418221654926]",4.5,403564268025891980661838,0x557543474a6b304d544e,"[-366961.55600320257, 1724465.5263190307, -3491856.528642508, 3987986.4276911216, -2822287.149769761, 1278930.6622254688, -369591.1100965623, 65382.90415526284, -6394.439982892179, -4.03564268025892e+23]",3.4488408763631266,"[-3, 3]","[3, 4]",3,"(0.7941172881605648, 0.4117339670131218)","(0.5720318498864051, 0.6725144822753228)"
Y42zckDAGG,13,"[(0.2964526767371235, 0.04197217242328122), (0.20768440130179477, 0.4495325723368835), (0.8640077402974411, 0.47320398407125), (0.0006840686777902505, 0.5664514658405705), (0.25767080991806113, 0.28916110192709654), (0.1174850340889716, 0.6834064303019061), (0.7939259076867383, 0.9397962430371466), (0.8620673258577981, 0.02908797894359061), (0.3293288756821269, 0.2810664347213976), (0.5553909480481023, 0.9872556093328945), (0.7907550613582726, 0.700138060406861), (0.12965983235163459, 0.6674457831466134), (0.9999501376430432, 0.9207860314549705), (0.6634582744354, 0.6938390708929836)]","[-236362200.8521815, 1447594193.341815, -3936695231.2852063, 6269984384.874303, -6496278057.795962, 4599768914.809329, -2275776164.212753, 790515672.3366462, -190836097.65064952, 31152127.854119312, -3258388.7702583107, 196002.70590310098, -5160.062899930462, 4.00560566294955]",4.333333333333333,421253484996192733579079,0x5934327a636b44414747,"[-236362200.8521815, 1447594193.341815, -3936695231.2852063, 6269984384.874303, -6496278057.795962, 4599768914.809329, -2275776164.212753, 790515672.3366462, -190836097.65064952, 31152127.854119312, -3258388.7702583107, 196002.70590310098, -5160.062899930462, -4.212534849961927e+23]",1.3774545412143802,"[-1, 1]","[1, 2]",1,"(0.2964526767371235, 0.04197217242328122)","(0.20768440130179477, 0.4495325723368835)"
yXc4Y6fyrQ,5,"[(0.5687762480179157, 0.8446851412799657), (0.2625786412901494, 0.7761270028270355), (0.8708287029013531, 0.9974776989738324), (0.5826874133323571, 0.505543604359196), (0.42739468538594416, 0.4923113648665334), (0.310656170551184, 0.15889412373898548)]","[5188.039962194284, -12150.19708180334, 10621.623858081794, -4323.54240338196, 816.6000112856434, -56.5602004009445]",2.5,573036806342312237560401,0x79586334593666797251,"[5188.039962194284, -12150.19708180334, 10621.623858081794, -4323.54240338196, 816.6000112856434, -5.7303680634231226e+23]",-5.023476510044715,"[5, -5]","[-6, -5]",-5,"(0.5687762480179157, 0.8446851412799657)","(0.2625786412901494, 0.7761270028270355)"
OKWlqpZg0h,13,"[(0.17675698145294683, 0.09441512393128726), (0.2722721205916383, 0.5076767864516709), (0.7119736763498693, 0.8902359462107801), (0.878589106130775, 0.8046253444530004), (0.2805661891935096, 0.35675291811721865), (0.8804149612299627, 0.4574192413087591), (0.5629172013362419, 0.8103789221029936), (0.156547693478004, 0.5365166529487972), (0.9520502631284626, 0.5888072248738807), (0.4477424353813536, 0.6839092381750199), (0.2026534927332011, 0.7074345142140549), (0.8697431298874968, 0.9101016277352564), (0.6900682962381858, 0.6519742552984733), (0.684326835309418, 0.0699303138731906)]","[-713229843.9150873, 5478282286.327773, -18770413192.20423, 37968539556.26725, -50543513465.46413, 46705799949.210785, -30783992819.48075, 14634541552.523952, -5012609856.395956, 1220838376.4308565, -205446028.4417666, 22625634.717707895, -1462500.645327418, 41947.938598988556]",4.333333333333333,374456757486936339722344,0x4f4b576c71705a673068,"[-713229843.9150873, 5478282286.327773, -18770413192.20423, 37968539556.26725, -50543513465.46413, 46705799949.210785, -30783992819.48075, 14634541552.523952, -5012609856.395956, 1220838376.4308565, -205446028.4417666, 22625634.717707895, -1462500.645327418, -3.744567574869364e+23]",11.662170183226051,"[-12, 12]","[11, 12]",12,"(0.17675698145294683, 0.09441512393128726)","(0.2722721205916383, 0.5076767864516709)"
uS35izGiHu,9,"[(0.9590053493452539, 0.3285049791408927), (0.003882857990023525, 0.5503486271445177), (0.1795600682660886, 0.4601723564495205), (0.7940597924217248, 0.35520956298492823), (0.07374765185105125, 0.7104959298805277), (0.051578926314549856, 0.18791707979113104), (0.3049643583805218, 0.6208653897818721), (0.25401460056861946, 0.24174735884380916), (0.6605210724320617, 0.270105403573223), (0.6400982206870878, 0.2777006215201071)]","[-198387.41630968073, 795120.1291913576, -1326496.298866479, 1193613.0874504922, -626999.1814181381, 194173.3967431533, -33990.42416135253, 3001.8430826533663, -100.79754908456232, 0.8984198707938168]",4.5,554051648225309987784821,0x75533335697a47694875,"[-198387.41630968073, 795120.1291913576, -1326496.298866479, 1193613.0874504922, -626999.1814181381, 194173.3967431533, -33990.42416135253, 3001.8430826533663, -100.79754908456232, -5.5405164822531e+23]",0.9764771330621691,"[-1, 1]","[0, 1]",1,"(0.9590053493452539, 0.3285049791408927)","(0.003882857990023525, 0.5503486271445177)"
O8CESTJpRU,7,"[(0.3212185183946127, 0.4872376767897506), (0.07084828895952844, 0.5691011414353395), (0.8830320166148308, 0.6625528866866713), (0.19023887040535858, 0.9007287915271197), (0.16589102558942093, 0.8868150872231544), (0.17723886701244074, 0.14451204395331707), (0.1659332722211666, 0.4824923996749202), (0.7261825914800853, 0.69416270815855)]","[5795995245.91969, -14691680147.771639, 14242902065.4924, -6804944929.468445, 1751183531.2744858, -245290561.4513609, 17358382.37537419, -473504.8794625303]",3.5,374104817187025132212821,0x4f38434553544a705255,"[5795995245.91969, -14691680147.771639, 14242902065.4924, -6804944929.468445, 1751183531.2744858, -245290561.4513609, 17358382.37537419, -3.7410481718702516e+23]",-41.833218016768114,"[42, -42]","[-42, -41]",-42,"(0.3212185183946127, 0.4872376767897506)","(0.07084828895952844, 0.5691011414353395)"
xogKeUn3IW,13,"[(0.0952296115590402, 0.7812799777194249), (0.8363248028646951, 0.6873876111094561), (0.7844997663025309, 0.08482853290744352), (0.6296909937662127, 0.8899321654470803), (0.6440635912765724, 0.7726010971945456), (0.9704502229870826, 0.25529102434063256), (0.16204589493272448, 0.49775858630060754), (0.4306725595026989, 0.16489524017848), (0.022145647127633228, 0.5365042779021851), (0.5390134963413186, 0.06867380976714077), (0.2773022075867101, 0.9016672706639558), (0.46350648537195815, 0.13670594452831775), (0.9530411377074567, 0.31886425963814835), (0.7833365967093544, 0.15352204672566938)]","[529825370.4573869, -3634436019.2847185, 11183149430.572727, -20374030858.389122, 24427205105.827118, -20256425487.280403, 11881250099.022333, -4951712766.770664, 1450974289.7500725, -290931035.8906934, 37970702.85432081, -2952337.4325685734, 115187.8798627397, -1452.054374458218]",4.333333333333333,568739009690765941229911,0x786f674b65556e334957,"[529825370.4573869, -3634436019.2847185, 11183149430.572727, -20374030858.389122, 24427205105.827118, -20256425487.280403, 11881250099.022333, -4951712766.770664, 1450974289.7500725, -290931035.8906934, 37970702.85432081, -2952337.4325685734, 115187.8798627397, -5.68739009690766e+23]",-5.366465686609603,"[5, -5]","[-6, -5]",-5,"(0.0952296115590402, 0.7812799777194249)","(0.8363248028646951, 0.6873876111094561)"
qkakhjvSsY,5,"[(0.43520568952804894, 0.15816637361000352), (0.24810541526360308, 0.07134928126063778), (0.7543550424234562, 0.6620591134814681), (0.9592757364383487, 0.8073823330270102), (0.54511212011282, 0.7308954321289767), (0.32306865224391934, 0.2101217483575173)]","[934.7446952003803, -2604.1603044251815, 2738.050802192258, -1353.342311873222, 315.69866843307, -27.776346102017314]",2.5,535608233999407479223129,0x716b616b686a76537359,"[934.7446952003803, -2604.1603044251815, 2738.050802192258, -1353.342311873222, 315.69866843307, -5.356082339994075e+23]",-3.7798106642269538,"[4, -4]","[-4, -3]",-4,"(0.43520568952804894, 0.15816637361000352)","(0.24810541526360308, 0.07134928126063778)"
OXiosPGnqO,3,"[(0.430514315902482, 0.21825268069035475), (0.7613031681756605, 0.6171095513087397), (0.1610170585904106, 0.9696890457406345), (0.777669220161054, 0.5572391453602906)]","[-33.510926256075805, 51.98833965857321, -24.138218888187666, 3.6483736880217936]",1.5,374697863043073442738511,0x4f58696f7350476e714f,"[-33.510926256075805, 51.98833965857321, -24.138218888187666, -3.7469786304307345e+23]",2.3699155831379715,"[-2, 2]","[2, 3]",2,"(0.430514315902482, 0.21825268069035475)","(0.7613031681756605, 0.6171095513087397)"
GmCNkuSdst,13,"[(0.07108213048136847, 0.6900216830522912), (0.06999730092767875, 0.021301924749685952), (0.6458105338873382, 0.2230285016336805), (0.15820205083402772, 0.16496273139841233), (0.6123357100034079, 0.9347838677527494), (0.4090661613423048, 0.24004563949377278), (0.569268570291183, 0.19317276097279867), (0.3600042700553343, 0.44321377752029456), (0.6973650860452734, 0.6923787544624724), (0.680294850890906, 0.667072132868945), (0.9209129388849345, 0.8029117370310164), (0.7602247268573634, 0.35791086933466154), (0.3555864150143718, 0.5363710071735195), (0.10418348758341878, 0.6200701159421099)]","[-2921583444.2520657, 16848672620.941618, -43360911665.949356, 65694345223.71385, -65080131635.52845, 44270970230.64807, -21129541121.48231, 7102778792.185241, -1663670213.179847, 264630704.27872217, -27349447.27813233, 1709003.68608234, -56763.94445311373, 737.8925017921557]",4.333333333333333,337303565319779530339188,0x476d434e6b7553647374,"[-2921583444.2520657, 16848672620.941618, -43360911665.949356, 65694345223.71385, -65080131635.52845, 44270970230.64807, -21129541121.48231, 7102778792.185241, -1663670213.179847, 264630704.27872217, -27349447.27813233, 1709003.68608234, -56763.94445311373, -3.3730356531977954e+23]",4.590336898748398,"[-5, 5]","[4, 5]",5,"(0.07108213048136847, 0.6900216830522912)","(0.06999730092767875, 0.021301924749685952)"
LPfo2L7lhs,9,"[(0.6355855837659158, 0.7593792361465139), (0.23565263614241794, 0.45312486217644177), (0.4826758271187117, 0.16988806449125793), (0.09041065763615963, 0.8272698363327845), (0.817209403639204, 0.31007232666896034), (0.9505154448065387, 0.5827182020948588), (0.3760393062356131, 0.34197404247817), (0.6654961012315159, 0.33483093794186924), (0.708621491857306, 0.8418348392544378), (0.08169117802369552, 0.8717303808769559)]","[1194863.3374303647, -5240118.111789794, 9741543.315990215, -10003034.349941462, 6194160.794142752, -2369517.1245937636, 551085.573008838, -73636.56856654138, 5022.399400972335, -132.6971719657471]",4.5,360382973397607012657267,0x4c50666f324c376c6873,"[1194863.3374303647, -5240118.111789794, 9741543.315990215, -10003034.349941462, 6194160.794142752, -2369517.1245937636, 551085.573008838, -73636.56856654138, 5022.399400972335, -3.60382973397607e+23]",-2.9631049717069358,"[3, -3]","[-3, -2]",-3,"(0.6355855837659158, 0.7593792361465139)","(0.23565263614241794, 0.45312486217644177)"
nKY53CwkYi,5,"[(0.8786243077167287, 0.860109890276689), (0.3132773042489505, 0.8118059214657538), (0.48520879268638784, 0.6174108228893835), (0.0060952494675551305, 0.8422713640233214), (0.872985240274453, 0.5621794799769992), (0.7998995050201807, 0.8675833205328205)]","[3908.4121805761088, -9726.427813950198, 8680.421380504553, -3268.3416496342425, 441.4904707430839, -1.7292498465839443]",2.5,520850247021597190478185,0x6e4b59353343776b5969,"[3908.4121805761088, -9726.427813950198, 8680.421380504553, -3268.3416496342425, 441.4904707430839, -5.208502470215972e+23]",-1.2449247420190248,"[1, -1]","[-2, -1]",-1,"(0.8786243077167287, 0.860109890276689)","(0.3132773042489505, 0.8118059214657538)"
o4alCIwttv,9,"[(0.33445642991273994, 0.14240347214337534), (0.07659150475632737, 0.4615406804722152), (0.9617627964829594, 0.2896521124031195), (0.9121351763256926, 0.5123258105650693), (0.9638815729741438, 0.4892264717768482), (0.8738686035793698, 0.1365603020885855), (0.6634374357475701, 0.6519518577058233), (0.08469565330756657, 0.9100285770713205), (0.11861074639994207, 0.1834945476437958), (0.7555934624730835, 0.10007348281330275)]","[1045123.256257344, -5038869.610059477, 10216267.250993306, -11295372.591751376, 7387156.765699109, -2904097.9697326357, 670409.3737749041, -86054.94422276354, 5595.788862557918, -141.9302421107857]",4.5,525148930350265494959222,0x6f34616c434977747476,"[1045123.256257344, -5038869.610059477, 10216267.250993306, -11295372.591751376, 7387156.765699109, -2904097.9697326357, 670409.3737749041, -86054.94422276354, 5595.788862557918, -5.251489303502655e+23]",-3.007730199020563,"[3, -3]","[-4, -3]",-3,"(0.33445642991273994, 0.14240347214337534)","(0.07659150475632737, 0.4615406804722152)"
Q90JBTeIDc,9,"[(0.0808377411854585, 0.6260722377137121), (0.9141022414637688, 0.9719875620838356), (0.6749221584487727, 0.8226726784176204), (0.6103774971753055, 0.9183676285164999), (0.8471955145481693, 0.787355169942053), (0.16388929510951622, 0.32606440226498445), (0.44383913846382594, 0.606570775750736), (0.634086357411104, 0.007737898828450551), (0.6185681854690094, 0.8218918605765448), (0.6438003791012303, 0.8921673629600484)]","[-1900290954.110302, 9493933189.952343, -20478850584.063927, 24906433285.82981, -18690852412.722095, 8886034165.91957, -2636977741.7453575, 460456825.1810403, -41486185.8421148, 1416234.2340505985]",4.5,383566629191235047867491,0x5139304a425465494463,"[-1900290954.110302, 9493933189.952343, -20478850584.063927, 24906433285.82981, -18690852412.722095, 8886034165.91957, -2636977741.7453575, 460456825.1810403, -41486185.8421148, -3.83566629191235e+23]",23.276565968033857,"[-23, 23]","[23, 24]",23,"(0.0808377411854585, 0.6260722377137121)","(0.9141022414637688, 0.9719875620838356)"
gWOVlIBj9T,13,"[(0.10917142652197909, 0.017348230983191937), (0.5212195111885524, 0.47821270596054066), (0.6869899014452471, 0.17172263227668516), (0.6118789646334907, 0.2271007898973607), (0.590473408107202, 0.4455626468831074), (0.31275400992368585, 0.1679056521181217), (0.09785675320635623, 0.5906651244626505), (0.588155320864476, 0.24117296779055808), (0.6823420069754644, 0.518297786178166), (0.4749276321936782, 0.16197336757426306), (0.4629871001799173, 0.7935985710180735), (0.1920064168028235, 0.6676128284578243), (0.9752549907240218, 0.8368883000197831), (0.6889746355483255, 0.5929920909676899)]","[-904498195185.98, 5754568718953.895, -16544713829160.385, 28418991791614.586, -32477541397023.652, 26014458216697.688, -14981664447431.197, 6258088652692.271, -1887713595968.8088, 403944906116.2663, -59227699773.199066, 5595411333.693534, -303207697.35993385, 7085913.398661646]",4.333333333333333,488014331345825084094804,0x67574f566c49426a3954,"[-904498195185.98, 5754568718953.895, -16544713829160.385, 28418991791614.586, -32477541397023.652, 26014458216697.688, -14981664447431.197, 6258088652692.271, -1887713595968.8088, 403944906116.2663, -59227699773.199066, 5595411333.693534, -303207697.35993385, -4.880143313458251e+23]",38.09435095336055,"[-38, 38]","[38, 39]",38,"(0.10917142652197909, 0.017348230983191937)","(0.5212195111885524, 0.47821270596054066)"
hNaBjE8JN6,3,"[(0.22192958421761355, 0.21917302246028636), (0.6332243395384242, 0.2645855073091259), (0.3293335646534734, 0.9826384745731606), (0.6748763322558072, 0.7815179382955637)]","[145.23256979516833, -195.0539748607645, 81.11442544241461, -9.763059875739684]",1.5,492571968537008118844982,0x684e61426a45384a4e36,"[145.23256979516833, -195.0539748607645, 81.11442544241461, -4.925719685370081e+23]",-4.567977630919453,"[5, -5]","[-5, -4]",-5,"(0.22192958421761355, 0.21917302246028636)","(0.6332243395384242, 0.2645855073091259)"
l0Nzo8ATuD,5,"[(0.10183015894476777, 0.7147949744777853), (0.7483279435877932, 0.16256555730549027), (0.19820498575985535, 0.7946466593245362), (0.7036020889828442, 0.5430208817312139), (0.1755509385872449, 0.15891230105083087), (0.183116426812705, 0.7227068399244344)]","[-139703.10738619766, 270475.3314021713, -182315.99467819405, 51446.75791840263, -6304.477937159373, 274.187094720778]",2.5,510906678820029263541572,0x6c304e7a6f3841547544,"[-139703.10738619766, 270475.3314021713, -182315.99467819405, 51446.75791840263, -6304.477937159373, -5.1090667882002924e+23]",9.445366278277657,"[-9, 9]","[9, 10]",9,"(0.10183015894476777, 0.7147949744777853)","(0.7483279435877932, 0.16256555730549027)"
k5evio3DQE,11,"[(0.9452630672718624, 0.8085573254815117), (0.05011324202744072, 0.24600756527354428), (0.20286376711357368, 0.3381412630660743), (0.3447175721027217, 0.031915638427399085), (0.17718742749316707, 0.6534438574970941), (0.9285193100425314, 0.2253529151735516), (0.6790375857735985, 0.8119650965166311), (0.864504148162275, 0.3822826550404801), (0.47158002252216, 0.9747157949161487), (0.48880392046932464, 0.7736875775271747), (0.33559317844278813, 0.4078078998628025), (0.7840882825629607, 0.17682273306246155)]","[17973041.025610324, -105681083.27611518, 273240980.60340923, -408478305.2526368, 390524886.71456146, -249344650.88073537, 107762831.45144911, -31253650.411501355, 5891311.788699137, -675448.1747002398, 41118.81015501551, -938.794781717297]",3.6666666666666665,506278202249930049081669,0x6b356576696f33445145,"[17973041.025610324, -105681083.27611518, 273240980.60340923, -408478305.2526368, 390524886.71456146, -249344650.88073537, 107762831.45144911, -31253650.411501355, 5891311.788699137, -675448.1747002398, 41118.81015501551, -5.0627820224993006e+23]",-6.46697364373277,"[6, -6]","[-7, -6]",-6,"(0.9452630672718624, 0.8085573254815117)","(0.05011324202744072, 0.24600756527354428)"
1wMdVDYBkd,9,"[(0.24802514804254927, 0.3785927312846793), (0.5494792463933128, 0.5104971089084686), (0.9995140998662404, 0.23346051048348815), (0.5876994310219068, 0.8676564053946652), (0.2652976295820899, 0.23048090425789913), (0.7985039365100883, 0.29165605001873873), (0.6822620335209327, 0.6159692653895843), (0.807792588198746, 0.41949445219796666), (0.04520987139168098, 0.0764067292113293), (0.8609880028556918, 0.08202693120292393)]","[791540.2864442111, -3935245.1090414682, 8377128.4394633435, -9965376.72974723, 7245779.672696302, -3304171.004597494, 930050.3550224102, -151703.3748530175, 12318.275638895562, -320.1848505172833]",4.5,233596696882474198920036,0x31774d64564459426b64,"[791540.2864442111, -3935245.1090414682, 8377128.4394633435, -9965376.72974723, 7245779.672696302, -3304171.004597494, 930050.3550224102, -151703.3748530175, 12318.275638895562, -2.335966968824742e+23]",-3.603758906889803,"[4, -4]","[-4, -3]",-4,"(0.24802514804254927, 0.3785927312846793)","(0.5494792463933128, 0.5104971089084686)"
jKulVAbULR,1,"[(0.5968270978428825, 0.9534328630412742), (0.8640424210805048, 0.9284862909601103)]","[-0.09335756564746145, 1.0091511880083246]",0.5,501962814222349353962578,0x6a4b756c564162554c52,"[-0.09335756564746145, -5.019628142223494e+23]",1.0183861202586129,"[-1, 1]","[1, 2]",1,"(0.5968270978428825, 0.9534328630412742)","(0.8640424210805048, 0.9284862909601103)"
HratFDzn6L,1,"[(0.8663353004655484, 0.10070843834160126), (0.9982177964875912, 0.37457497582182364)]","[2.076595042866404, -1.6983191520653333]",0.5,342120337905996247479884,0x4872617446447a6e364c,"[2.076595042866404, -3.421203379059963e+23]",-2.884287942271913,"[3, -3]","[-3, -2]",-3,"(0.8663353004655484, 0.10070843834160126)","(0.9982177964875912, 0.37457497582182364)"
rzaq9dol12,7,"[(0.15238162150595036, 0.23210529335057484), (0.40746686589873493, 0.0914383604504011), (0.5454953721247952, 0.8659660539677019), (0.3408137817826824, 0.30107816253384045), (0.11234167810752649, 0.8504594055021621), (0.7742740844826241, 0.6025882631662351), (0.21906480194034916, 0.6130378172761474), (0.8446763502697795, 0.6489458645608746)]","[-14116.06319179002, 49498.77101565873, -70659.28243980058, 52722.88887076222, -21968.0589666932, 5055.757972504219, -589.6164523700525, 27.199170630177708]",3.5,540607303280529695846706,0x727a617139646f6c3132,"[-14116.06319179002, 49498.77101565873, -70659.28243980058, 52722.88887076222, -21968.0589666932, 5055.757972504219, -589.6164523700525, -5.406073032805297e+23]",2.569644509237179,"[-3, 3]","[2, 3]",3,"(0.15238162150595036, 0.23210529335057484)","(0.40746686589873493, 0.0914383604504011)"
1emzskXiBK,13,"[(0.24601864110363292, 0.6388718263354544), (0.1380931353109638, 0.4874749024136318), (0.06254220312523717, 0.0717345452306265), (0.18300574484656562, 0.9474741217823609), (0.018419979849724877, 0.03329906352109213), (0.33885411445283453, 0.2568137991226962), (0.9895304482245697, 0.8602939837710744), (0.18435941849837467, 0.5996052670896662), (0.5552324997172352, 0.5434827634629139), (0.29548267586511334, 0.12090383267501026), (0.07893507714243941, 0.5362095246608687), (0.976616960353394, 0.7500969845686128), (0.7528498503085803, 0.2358254580149719), (0.09526804179174309, 0.7044633086566164)]","[216395015706.59692, -1024055006435.1273, 2082979984856.4097, -2399486113274.7617, 1739524281119.1482, -835505486733.5894, 272846683695.04626, -61179558192.58539, 9388141197.942854, -969221179.002608, 64970374.14746655, -2645671.7189206206, 57274.369815545375, -469.4732245629145]",4.333333333333333,233266967556659455017547,0x31656d7a736b5869424b,"[216395015706.59692, -1024055006435.1273, 2082979984856.4097, -2399486113274.7617, 1739524281119.1482, -835505486733.5894, 272846683695.04626, -61179558192.58539, 9388141197.942854, -969221179.002608, 64970374.14746655, -2645671.7189206206, 57274.369815545375, -2.3326696755665945e+23]",-4.135476675866012,"[4, -4]","[-5, -4]",-4,"(0.24601864110363292, 0.6388718263354544)","(0.1380931353109638, 0.4874749024136318)"
EZvsNUVjOz,11,"[(0.6002571365499374, 0.13049464939111377), (0.7132473730438814, 0.5875627734676641), (0.21441408692210895, 0.42710572944516745), (0.7529697314812754, 0.8851729233462655), (0.12117713987905876, 0.010752902325267155), (0.6461796472585587, 0.0969016701149894), (0.8149457533481003, 0.8779902916607621), (0.35683588489430906, 0.9568097121679), (0.8337678109027753, 0.7771869581073908), (0.14948128857095355, 0.5821440167245346), (0.963613512515136, 0.5634180174812017), (0.650002156592374, 0.3763837646454521)]","[-666882826.7093854, 4112470114.7737265, -11229330889.45972, 17862848385.016415, -18320384782.837185, 12660084429.529152, -5981229847.841073, 1919468491.7922144, -407164043.3023429, 54002084.17417039, -4009970.193053621, 126026.63716198358]",3.6666666666666665,327512029536486605606778,0x455a76734e55566a4f7a,"[-666882826.7093854, 4112470114.7737265, -11229330889.45972, 17862848385.016415, -18320384782.837185, 12660084429.529152, -5981229847.841073, 1919468491.7922144, -407164043.3023429, 54002084.17417039, -4009970.193053621, -3.275120295364866e+23]",24.60566946958991,"[-25, 25]","[24, 25]",25,"(0.6002571365499374, 0.13049464939111377)","(0.7132473730438814, 0.5875627734676641)"
mPW30X4utu,1,"[(0.01850430432401351, 0.8822846533937642), (0.770107538730222, 0.19407325472004144)]","[-0.9156578460142373, 0.8992282648330823]",0.5,516219969577748599764085,0x6d505733305834757475,"[-0.9156578460142373, -5.162199695777486e+23]",0.808611472274716,"[-1, 1]","[0, 1]",1,"(0.01850430432401351, 0.8822846533937642)","(0.770107538730222, 0.19407325472004144)"
xeiCMc6PIf,11,"[(0.7559934820776687, 0.2110268068178538), (0.1133840007238025, 0.2177791849158116), (0.3711612846918717, 0.5330353359941485), (0.6960300069627094, 0.7711399120130907), (0.03206530600145219, 0.07064456804088737), (0.8413533123561052, 0.03572520426321202), (0.54490409924823, 0.895176940862244), (0.39123107224887366, 0.18449346219467955), (0.3349483737069221, 0.1935259807976566), (0.12088231074448641, 0.5487516412229432), (0.0023424852562253795, 0.6847155750186595), (0.0232213540484838, 0.16317173764093662)]","[-42045503.95720101, 168417549.88160974, -286624944.49444014, 270405991.7554649, -154741229.06924874, 55230671.30744156, -12176143.682842465, 1586863.5903580328, -112977.32448597856, 4076.0767709550173, -80.04179326067859, 0.8512511500538347]",3.6666666666666665,568554684087088020736358,0x786569434d6336504966,"[-42045503.95720101, 168417549.88160974, -286624944.49444014, 270405991.7554649, -154741229.06924874, 55230671.30744156, -12176143.682842465, 1586863.5903580328, -112977.32448597856, 4076.0767709550173, -80.04179326067859, -5.6855468408708805e+23]",0.9570284103862087,"[-1, 1]","[0, 1]",1,"(0.7559934820776687, 0.2110268068178538)","(0.1133840007238025, 0.2177791849158116)"
7BfmDV7Hu5,7,"[(0.32762958383190166, 0.12582781387421793), (0.5308972133017997, 0.05145206483122644), (0.4699961165403015, 0.2703450124075081), (0.8428986298965832, 0.30268056230744944), (0.17371045960151066, 0.273241722434412), (0.7966642347760317, 0.15873161810539393), (0.3971378333058605, 0.37437509802110924), (0.4677268966569599, 0.2937298059744272)]","[316337.4832914304, -1117890.6784655936, 1636269.5417655408, -1283202.193932008, 580935.5368827228, -151329.41664110683, 20893.723833153606, -1169.0878003504913]",3.5,260955022297196732642613,0x3742666d445637487535,"[316337.4832914304, -1117890.6784655936, 1636269.5417655408, -1283202.193932008, 580935.5368827228, -151329.41664110683, 20893.723833153606, -2.6095502229719674e+23]",-7.525368150620463,"[8, -8]","[-8, -7]",-8,"(0.32762958383190166, 0.12582781387421793)","(0.5308972133017997, 0.05145206483122644)"
DJdsyg2ORl,11,"[(0.36949718564853085, 0.5800014930097653), (0.31654485213109573, 0.6944326850046851), (0.9356331772396762, 0.7081110657403717), (0.5989553859590242, 0.4479595857291109), (0.10621258132118183, 0.2822570651024646), (0.166564457163219, 0.5635735730730439), (0.2198313536227241, 0.04819298113135495), (0.5014373589826132, 0.27295864046138996), (0.887037036619876, 0.3161219001651624), (0.09544812984134243, 0.47992785162602336), (0.3016515639276317, 0.5544608428730347), (0.2679907615917766, 0.7252245296942194)]","[-772170207.5498989, 3473666603.5615225, -6773714656.162821, 7549791697.036041, -5340317275.017817, 2515605416.116533, -804650800.1036212, 174586922.2770577, -25147072.292178817, 2286436.1447256333, -117939.48985323496, 2613.9242921640293]",3.6666666666666665,322493218159100628521580,0x444a64737967324f526c,"[-772170207.5498989, 3473666603.5615225, -6773714656.162821, 7549791697.036041, -5340317275.017817, 2515605416.116533, -804650800.1036212, 174586922.2770577, -25147072.292178817, 2286436.1447256333, -117939.48985323496, -3.2249321815910066e+23]",8.55045058250716,"[-9, 9]","[8, 9]",9,"(0.36949718564853085, 0.5800014930097653)","(0.31654485213109573, 0.6944326850046851)"
SVKIwZdc4i,3,"[(0.4325162891632883, 0.8747821816015285), (0.00017354693598359283, 0.5799212457643526), (0.5828190051403613, 0.2842968461644476), (0.3565548025035671, 0.33599393946675926)]","[-114.47766238191923, 108.33977904242754, -24.771542243480706, 0.5842170085828101]",1.5,393548263066975833633897,0x53564b49775a64633469,"[-114.47766238191923, 108.33977904242754, -24.771542243480706, -3.935482630669758e+23]",0.6988481144770569,"[-1, 1]","[0, 1]",1,"(0.4325162891632883, 0.8747821816015285)","(0.00017354693598359283, 0.5799212457643526)"
